day,fair
07-04-2020,352
08-01-2018,220
05-08-2018,315
24-09-2019,268
09-10-2018,421
17-06-2018,318
09-12-2020,150
08-08-2018,62
08-01-2020,233
25-03-2020,452
13-12-2020,289
24-01-2019,477
08-06-2018,81
21-02-2018,345
14-01-2019,213
06-04-2019,112
30-06-2020,418
26-12-2019,428
30-04-2019,181
09-02-2020,56
26-07-2019,487
24-07-2018,408
27-11-2019,73
18-03-2019,430
28-06-2019,385
10-12-2019,207
26-01-2018,466
26-02-2019,189
23-05-2020,302
28-08-2020,100
28-09-2020,173
11-09-2020,304
06-01-2020,497
24-02-2019,168
16-12-2020,490
21-10-2019,459
21-11-2019,325
11-09-2020,270
18-12-2020,287
09-11-2018,473
15-07-2020,353
31-03-2018,415
22-08-2019,271
09-08-2019,282
08-10-2019,53
09-09-2019,268
23-02-2018,229
11-06-2019,411
03-04-2019,473
01-06-2019,375
30-11-2018,343
25-01-2020,477
17-12-2020,459
21-04-2018,414
02-07-2018,130
24-01-2019,298
09-08-2019,403
06-12-2019,211
07-11-2020,344
22-03-2019,197
12-08-2019,257
17-06-2020,395
05-05-2019,59
26-02-2019,452
14-05-2018,376
16-10-2019,90
14-02-2019,259
07-10-2020,387
17-03-2020,52
18-10-2020,199
08-03-2018,78
16-03-2018,411
04-02-2020,138
06-02-2019,92
02-01-2020,434
19-12-2019,267
26-06-2018,455
26-10-2019,110
15-07-2018,464
29-01-2018,169
15-06-2020,443
16-03-2019,343
12-10-2020,439
21-08-2019,176
05-10-2019,256
16-08-2019,182
09-07-2020,388
31-10-2020,316
21-09-2018,272
18-12-2018,97
10-11-2018,342
13-08-2020,80
22-03-2018,480
28-01-2018,374
07-10-2020,398
13-01-2018,435
05-04-2018,339
16-03-2018,355
13-07-2019,358
26-11-2019,139
24-03-2019,308
12-12-2020,307
05-09-2018,428
30-03-2020,253
17-12-2020,397
07-04-2018,217
05-03-2018,59
31-08-2020,320
01-08-2020,103
10-06-2020,126
28-06-2019,270
13-05-2020,423
13-10-2019,216
11-12-2020,184
03-10-2018,95
23-04-2020,270
09-09-2019,170
25-01-2019,97
26-01-2018,206
22-12-2020,478
28-07-2018,244
14-08-2018,63
11-03-2018,371
07-04-2020,247
17-10-2019,388
02-02-2019,109
25-09-2020,295
14-01-2020,96
13-09-2020,112
15-01-2018,269
04-11-2020,249
26-01-2020,140
29-10-2018,256
11-01-2019,187
06-02-2019,209
18-08-2018,103
11-02-2019,350
30-08-2019,118
18-11-2019,143
07-07-2020,93
28-05-2018,263
03-08-2019,266
26-10-2018,94
11-01-2018,316
28-12-2018,398
14-02-2019,494
31-12-2019,127
28-12-2018,453
10-08-2018,127
09-06-2020,303
13-01-2018,425
01-04-2019,135
14-03-2019,418
27-05-2020,477
20-12-2019,384
21-10-2020,223
20-06-2018,54
14-12-2018,118
27-03-2020,104
01-12-2019,395
20-10-2019,243
13-04-2019,209
02-11-2018,492
10-02-2020,337
28-03-2018,490
07-03-2019,386
05-10-2019,459
27-10-2019,275
04-03-2018,309
29-04-2020,123
06-11-2018,357
12-01-2018,344
02-05-2020,328
30-11-2019,421
25-05-2018,304
22-04-2018,250
31-01-2018,101
06-10-2019,440
18-01-2020,266
12-02-2018,432
25-03-2019,341
15-10-2019,243
08-09-2020,274
09-02-2018,270
15-05-2020,175
27-01-2018,184
05-01-2019,65
28-08-2020,99
26-06-2019,356
11-11-2019,249
27-07-2020,353
05-08-2020,242
06-12-2020,154
26-08-2020,498
30-11-2018,89
06-05-2018,316
27-04-2020,263
13-01-2019,151
18-02-2020,188
11-11-2018,319
12-01-2020,381
04-12-2020,490
07-12-2019,144
06-07-2020,470
22-03-2020,118
18-02-2020,349
05-01-2020,471
20-08-2018,195
30-07-2019,91
22-03-2019,328
06-09-2020,355
09-02-2019,108
18-11-2018,161
05-12-2019,177
17-11-2019,436
28-08-2019,59
19-01-2019,382
22-12-2019,108
30-05-2019,265
07-09-2020,421
13-02-2019,147
22-02-2019,360
07-09-2019,313
01-02-2018,255
15-06-2020,97
24-10-2019,65
14-03-2020,296
18-12-2018,462
20-11-2020,317
23-11-2018,255
18-02-2018,493
04-10-2018,297
14-08-2020,372
04-05-2019,445
14-07-2020,63
30-08-2020,65
09-01-2019,339
14-10-2018,276
18-04-2018,157
14-02-2018,185
13-04-2020,154
30-07-2018,403
09-12-2019,302
24-08-2020,403
01-09-2019,383
18-07-2020,476
22-02-2018,266
26-12-2018,451
11-12-2018,119
09-04-2019,452
08-01-2018,356
19-11-2019,441
16-03-2020,223
28-11-2018,74
12-05-2018,125
05-06-2019,438
26-07-2020,452
25-11-2018,365
12-10-2018,452
18-06-2019,106
16-05-2018,135
05-07-2018,283
02-11-2020,314
07-04-2020,319
06-12-2020,319
24-02-2019,161
16-12-2018,338
01-07-2018,83
13-01-2019,500
03-02-2019,434
02-03-2019,111
08-01-2019,97
30-10-2018,257
16-01-2018,280
04-11-2019,410
05-04-2019,138
05-12-2019,151
03-02-2019,310
30-11-2020,370
18-07-2018,366
11-09-2020,326
01-11-2019,412
05-07-2020,298
17-07-2019,231
11-04-2020,455
24-04-2018,141
09-08-2019,475
26-09-2019,288
04-09-2019,188
13-12-2018,133
12-04-2019,306
23-10-2020,102
30-05-2020,193
23-03-2020,185
29-08-2018,465
13-09-2020,450
11-07-2020,132
17-03-2019,208
25-03-2019,100
19-11-2018,236
15-07-2019,244
02-01-2020,134
07-01-2020,467
05-11-2018,439
06-11-2020,113
26-11-2020,316
08-06-2018,163
02-07-2019,140
10-03-2019,284
18-12-2019,64
28-06-2018,128
12-05-2020,375
14-09-2018,315
11-01-2019,89
10-04-2019,224
07-05-2018,205
11-10-2020,304
30-06-2018,224
23-05-2018,249
28-08-2018,207
01-09-2018,227
02-09-2018,379
23-05-2020,455
08-10-2020,290
18-12-2018,272
23-06-2019,433
08-02-2018,177
07-10-2018,339
18-09-2018,267
26-06-2019,135
13-06-2020,385
25-01-2019,390
22-02-2020,246
12-12-2018,282
20-10-2018,272
14-03-2019,280
04-07-2018,199
23-11-2019,382
06-10-2018,112
03-06-2018,128
11-01-2018,480
30-08-2018,346
21-10-2020,153
06-08-2019,114
04-09-2020,103
15-07-2019,226
10-07-2019,129
15-11-2019,84
06-10-2020,315
14-12-2018,263
20-10-2019,490
20-12-2019,298
05-08-2019,307
12-02-2020,289
12-05-2019,257
24-07-2018,389
03-06-2018,311
16-12-2018,102
07-12-2018,273
06-03-2020,197
18-10-2018,201
12-07-2019,103
16-11-2020,167
06-08-2019,332
07-03-2019,421
26-12-2019,170
26-10-2019,300
28-05-2020,191
08-01-2020,339
10-11-2020,475
15-02-2020,340
26-12-2018,371
09-08-2020,112
31-07-2020,283
15-06-2018,107
07-02-2020,104
01-01-2019,496
16-10-2019,450
02-02-2019,392
30-08-2019,183
10-04-2018,116
19-08-2019,250
30-05-2018,87
21-10-2018,260
03-05-2019,285
22-03-2019,95
13-02-2019,457
23-10-2020,264
16-11-2020,282
23-02-2018,343
24-09-2018,331
12-10-2019,278
26-10-2018,185
01-11-2019,270
12-03-2018,493
14-02-2019,436
23-04-2020,223
25-06-2018,186
21-01-2020,154
24-11-2019,447
14-02-2019,417
01-09-2019,236
08-04-2020,327
13-02-2019,406
13-10-2020,288
20-11-2019,137
18-03-2019,248
28-01-2019,387
26-12-2020,223
15-04-2020,93
29-06-2020,72
09-09-2018,382
04-04-2019,217
27-05-2019,339
12-01-2020,399
27-07-2018,390
18-03-2018,155
24-09-2018,445
25-01-2020,270
19-06-2019,337
01-09-2018,368
25-06-2019,163
26-03-2018,455
03-02-2020,165
03-09-2020,457
17-04-2018,497
27-06-2018,103
29-10-2018,60
09-01-2020,181
02-08-2019,200
10-06-2020,139
06-11-2020,213
14-01-2020,347
15-02-2020,380
25-09-2020,135
17-02-2019,84
14-08-2018,382
06-10-2018,247
29-10-2019,165
08-02-2020,108
01-10-2018,191
18-07-2018,138
13-12-2020,175
05-10-2020,321
30-01-2018,198
24-10-2019,444
27-07-2019,409
04-02-2018,204
02-05-2019,496
25-08-2020,216
14-04-2019,416
24-10-2019,259
12-01-2018,496
17-04-2020,158
06-03-2019,347
04-06-2019,469
27-10-2020,62
16-10-2019,123
09-03-2019,356
19-12-2020,95
20-06-2019,333
19-06-2019,299
25-09-2020,134
04-02-2019,104
21-09-2019,469
19-04-2019,325
23-05-2020,213
30-12-2019,176
30-11-2018,237
14-12-2020,335
06-05-2018,192
23-04-2019,395
25-08-2019,437
08-02-2019,285
20-05-2018,330
23-12-2018,88
31-08-2018,264
17-09-2018,212
31-03-2020,102
10-11-2018,426
25-10-2019,421
13-01-2019,210
14-11-2019,491
30-10-2019,203
26-10-2018,114
10-08-2018,59
12-07-2019,492
21-04-2019,303
24-07-2019,232
22-09-2020,53
14-10-2019,380
20-10-2019,405
28-11-2019,299
14-03-2019,258
19-06-2019,311
31-10-2018,351
09-03-2020,294
18-01-2020,442
27-08-2019,314
27-02-2019,498
31-10-2019,327
29-12-2018,265
23-04-2019,110
14-12-2020,167
20-11-2018,197
27-12-2020,233
10-08-2019,358
26-07-2019,81
13-05-2018,172
23-10-2018,364
06-02-2020,109
01-09-2019,482
01-07-2018,145
07-01-2018,217
21-07-2019,141
30-04-2018,282
15-02-2020,354
29-08-2019,308
04-02-2020,270
21-03-2020,240
17-05-2020,356
11-08-2020,359
06-04-2019,152
10-01-2018,169
12-11-2019,352
27-12-2020,218
09-08-2020,50
21-09-2018,461
23-03-2019,133
28-01-2020,458
29-08-2019,316
17-07-2018,95
09-02-2019,126
30-04-2019,355
19-07-2018,162
10-03-2019,276
06-03-2020,318
19-07-2020,168
15-06-2019,54
15-02-2019,386
04-10-2018,256
17-03-2019,437
20-05-2018,127
20-09-2018,91
27-06-2020,54
23-11-2020,186
03-12-2020,299
23-10-2019,80
28-07-2020,475
04-02-2019,222
18-10-2020,370
08-06-2020,104
21-03-2020,109
19-01-2020,84
08-01-2019,101
21-07-2020,101
06-12-2020,272
23-12-2020,313
23-04-2018,230
15-06-2019,461
19-06-2018,76
21-10-2018,490
09-09-2020,186
21-01-2019,366
18-01-2018,366
07-01-2019,69
08-04-2018,387
11-10-2020,381
26-12-2020,271
12-04-2018,390
21-08-2018,90
02-05-2020,229
26-10-2020,88
28-07-2019,386
16-07-2018,140
25-02-2020,142
18-08-2019,110
16-07-2018,361
18-08-2020,390
30-11-2018,436
22-03-2019,306
05-02-2020,182
16-02-2020,458
05-12-2019,472
13-08-2020,243
14-07-2018,279
28-07-2020,187
11-01-2019,152
03-11-2019,388
26-10-2019,357
10-12-2019,339
24-04-2018,230
12-12-2019,488
02-09-2020,386
26-03-2018,261
14-07-2020,333
02-07-2020,473
04-12-2018,63
25-02-2018,383
28-03-2019,322
22-09-2020,182
03-06-2018,390
24-06-2018,184
11-11-2018,277
19-08-2018,290
19-12-2020,237
06-05-2019,218
21-10-2019,415
03-07-2019,295
18-01-2018,435
29-10-2018,418
19-09-2018,265
27-01-2018,431
22-09-2020,89
24-11-2018,312
16-09-2018,201
17-12-2019,212
10-07-2018,84
24-11-2020,262
30-05-2019,342
31-03-2018,328
03-09-2018,329
01-10-2020,141
31-07-2019,307
13-02-2019,406
13-12-2020,259
11-05-2020,260
04-08-2019,228
04-03-2020,455
20-05-2020,247
03-07-2019,219
20-11-2019,91
03-06-2020,197
26-01-2020,380
30-09-2020,151
31-03-2019,109
06-05-2018,314
03-07-2018,452
16-08-2018,220
03-01-2020,257
21-04-2020,371
29-03-2018,378
10-03-2020,434
05-12-2019,124
17-01-2018,462
26-05-2020,226
13-08-2019,283
25-06-2018,410
04-10-2019,238
07-02-2019,308
13-02-2020,126
03-03-2020,354
23-10-2019,309
29-06-2020,204
23-11-2020,313
04-06-2020,298
15-10-2019,475
28-05-2019,233
13-10-2019,355
27-05-2020,410
10-06-2018,336
21-12-2019,113
01-09-2019,283
12-06-2019,426
14-02-2020,124
26-08-2018,493
23-02-2020,209
18-10-2018,443
11-01-2018,440
01-09-2019,155
22-11-2018,356
05-03-2020,87
31-01-2019,460
03-03-2018,132
15-03-2018,277
13-04-2019,100
25-05-2020,145
13-02-2020,358
26-01-2020,433
17-07-2019,382
25-08-2018,469
29-10-2018,351
13-03-2020,318
17-08-2020,87
30-01-2020,369
22-11-2019,337
01-11-2020,249
11-07-2019,262
10-06-2020,213
02-02-2020,227
26-09-2020,339
17-04-2018,326
21-08-2020,158
16-11-2018,174
03-08-2018,319
15-03-2020,102
03-07-2019,372
06-04-2018,184
16-01-2019,296
28-11-2020,468
24-07-2018,329
29-10-2018,207
25-03-2020,173
17-05-2019,416
28-07-2020,209
15-02-2020,313
03-03-2019,312
26-02-2019,300
27-06-2020,465
08-11-2020,139
16-02-2018,97
13-03-2019,313
06-06-2020,152
01-02-2020,276
25-03-2020,87
13-10-2019,356
20-01-2019,252
12-05-2019,434
27-12-2020,177
04-09-2018,460
24-11-2018,336
15-06-2020,327
12-07-2020,438
03-09-2019,87
10-04-2020,226
17-06-2020,184
22-05-2018,250
05-01-2020,252
14-09-2020,466
13-10-2019,411
20-06-2020,52
22-04-2018,205
08-06-2020,375
10-03-2018,408
18-11-2018,286
03-09-2019,230
02-06-2019,121
06-09-2018,219
28-05-2018,327
26-02-2018,409
20-02-2018,200
08-12-2019,414
06-01-2018,358
27-09-2020,220
01-10-2018,99
31-07-2018,376
21-07-2018,488
12-12-2020,323
13-04-2019,100
10-12-2018,334
11-09-2018,73
14-07-2020,443
23-04-2019,128
26-09-2020,392
09-08-2020,187
18-05-2019,68
30-05-2018,255
03-12-2019,94
14-11-2020,228
22-06-2018,370
01-04-2020,363
16-07-2018,191
18-02-2020,488
19-07-2020,306
10-03-2018,163
20-10-2020,181
02-10-2019,374
12-08-2019,452
09-08-2018,338
08-08-2019,109
28-08-2019,290
03-10-2018,160
14-09-2019,94
28-03-2020,193
02-09-2018,322
29-06-2018,310
23-12-2019,106
06-01-2019,360
14-03-2020,256
09-05-2019,292
24-09-2018,310
08-01-2020,400
23-04-2019,120
02-02-2018,282
10-12-2019,208
28-07-2019,224
25-04-2018,133
28-05-2018,76
07-05-2019,418
23-11-2018,162
12-12-2019,406
02-12-2020,185
31-03-2020,368
03-09-2019,389
15-08-2018,186
12-01-2019,363
03-12-2020,401
25-11-2019,205
09-01-2019,112
12-01-2019,467
28-10-2020,73
12-08-2020,318
01-12-2020,240
06-07-2019,360
12-07-2019,384
09-06-2018,440
21-10-2020,483
30-04-2019,387
01-08-2019,123
24-12-2019,225
16-12-2020,100
26-10-2020,323
20-12-2018,433
01-08-2020,193
22-06-2019,104
13-03-2019,371
22-12-2019,425
26-09-2018,457
09-02-2018,83
24-06-2018,170
03-06-2018,482
20-05-2019,486
09-06-2020,402
09-08-2020,120
24-01-2018,227
01-07-2018,218
27-10-2019,207
26-11-2018,313
19-01-2019,68
06-10-2018,196
04-09-2019,366
07-01-2020,479
29-11-2018,253
12-01-2019,472
30-04-2019,479
09-01-2018,224
12-03-2020,434
27-05-2019,182
06-09-2018,307
18-05-2018,445
12-10-2020,285
06-07-2019,398
14-12-2018,144
10-06-2019,91
08-05-2018,301
01-09-2019,364
30-03-2020,361
29-10-2020,347
23-03-2020,399
09-09-2019,297
22-09-2018,416
17-12-2020,437
29-03-2020,423
26-01-2018,375
22-06-2020,292
19-04-2020,215
05-07-2020,378
19-11-2020,177
12-02-2018,118
20-05-2019,287
31-12-2020,485
14-11-2020,179
10-01-2019,173
17-05-2018,164
10-01-2019,129
24-03-2019,67
27-04-2020,411
11-05-2018,290
10-10-2020,124
18-09-2020,228
10-06-2020,176
20-11-2018,399
11-01-2018,91
28-06-2019,67
17-05-2018,136
10-08-2020,168
14-08-2019,376
19-09-2019,116
19-02-2018,469
07-10-2020,243
19-12-2019,454
01-06-2019,403
04-01-2018,242
15-03-2019,377
12-09-2020,475
29-11-2020,211
23-08-2019,371
11-04-2020,320
11-06-2019,457
08-06-2018,225
06-05-2019,190
22-02-2020,383
26-11-2020,240
31-01-2020,157
22-06-2018,346
04-09-2018,407
06-04-2019,388
18-03-2020,341
14-05-2020,281
27-08-2019,344
30-05-2018,449
05-01-2020,247
24-10-2020,76
27-03-2018,321
27-07-2019,199
21-07-2018,219
20-06-2020,327
27-05-2018,447
29-03-2020,195
21-11-2020,83
22-01-2018,426
08-07-2018,233
20-12-2019,55
08-03-2020,485
19-09-2018,245
07-04-2018,362
09-12-2018,131
14-03-2020,344
29-11-2018,421
29-01-2020,100
13-04-2020,328
26-08-2020,382
20-08-2018,151
25-01-2019,246
11-06-2018,497
15-09-2020,393
11-02-2019,417
06-09-2018,210
25-02-2019,265
24-08-2018,115
02-01-2020,333
04-02-2019,245
12-10-2018,325
29-08-2018,429
19-06-2020,428
14-07-2020,415
23-02-2018,293
11-04-2018,99
23-04-2018,155
30-07-2019,499
17-01-2020,302
26-06-2018,412
15-11-2019,280
28-06-2018,357
13-09-2019,220
04-11-2019,114
22-03-2020,73
22-06-2018,356
19-02-2019,430
08-09-2018,466
02-11-2020,392
14-11-2020,243
13-01-2018,216
07-02-2020,70
28-09-2019,97
28-10-2018,214
22-11-2019,182
29-01-2020,164
27-01-2020,319
17-09-2020,371
23-11-2019,223
06-08-2020,500
18-01-2019,452
30-04-2019,151
24-12-2018,295
11-10-2020,405
21-04-2020,486
27-12-2018,379
26-02-2018,55
28-05-2018,434
28-02-2019,97
17-08-2019,417
29-01-2020,271
14-02-2018,498
25-09-2020,251
21-07-2020,251
16-07-2020,195
13-08-2020,319
30-12-2018,146
03-04-2020,264
04-09-2018,435
03-06-2020,54
11-12-2020,154
31-01-2018,191
09-03-2020,155
13-02-2018,277
04-08-2020,279
11-04-2020,213
06-07-2019,69
26-07-2019,267
01-08-2018,475
16-10-2018,143
18-02-2020,388
23-08-2020,447
27-02-2020,324
13-06-2019,314
22-01-2018,271
06-11-2018,375
14-04-2019,427
10-11-2019,306
26-09-2019,138
04-03-2019,206
22-08-2020,53
26-07-2020,102
01-07-2019,475
16-03-2019,336
23-10-2020,392
02-09-2018,158
11-01-2020,79
01-12-2018,104
14-02-2019,404
25-12-2020,262
21-03-2018,165
04-12-2018,441
23-02-2020,242
10-08-2019,68
08-04-2018,328
19-11-2018,308
30-12-2018,415
31-12-2020,123
22-05-2019,277
29-05-2020,67
19-09-2020,85
16-04-2018,114
19-03-2018,400
16-01-2020,401
03-08-2018,296
25-03-2020,408
26-07-2020,375
16-02-2019,55
19-09-2020,118
29-12-2020,102
11-04-2020,390
25-04-2018,450
26-11-2019,69
11-04-2020,208
05-12-2018,176
21-08-2018,381
03-08-2018,139
15-10-2018,277
10-05-2018,287
05-01-2020,445
28-03-2019,378
17-09-2018,194
15-01-2018,478
19-05-2020,482
24-10-2020,115
03-10-2018,268
11-06-2020,414
24-09-2018,225
12-07-2018,130
14-05-2019,222
25-07-2019,413
20-07-2018,283
17-02-2018,189
24-12-2020,235
08-01-2018,201
18-03-2020,79
17-06-2019,354
16-05-2018,128
16-05-2018,134
17-09-2018,424
02-08-2019,185
16-12-2019,77
09-07-2018,303
23-01-2019,57
14-07-2018,453
04-03-2020,361
27-01-2020,375
17-02-2018,265
07-09-2018,60
24-02-2020,340
01-12-2018,456
15-11-2019,64
04-06-2018,315
17-01-2020,428
30-04-2020,355
20-12-2019,169
17-02-2018,496
25-12-2019,215
17-01-2019,93
25-09-2020,420
23-07-2018,337
21-02-2019,360
22-04-2020,259
03-11-2020,407
16-11-2020,160
24-04-2018,344
14-05-2018,208
21-04-2020,490
16-10-2018,342
25-09-2019,447
07-05-2019,122
15-12-2019,435
18-08-2019,363
02-09-2019,407
20-01-2020,106
01-05-2020,402
27-01-2020,86
11-04-2019,171
19-07-2018,287
09-10-2020,240
11-03-2020,50
04-04-2019,159
03-06-2019,231
04-04-2018,483
23-12-2018,382
17-02-2018,464
08-07-2020,271
29-03-2020,143
06-07-2018,170
31-12-2018,368
25-12-2020,253
17-02-2018,289
01-08-2020,423
27-01-2019,493
08-04-2019,59
09-04-2018,220
13-11-2020,480
07-07-2020,302
30-01-2019,81
29-12-2020,295
06-04-2018,469
22-04-2020,222
15-08-2019,277
03-08-2018,99
15-11-2019,318
18-02-2019,307
13-01-2020,102
01-02-2018,243
27-02-2019,158
25-08-2020,308
18-09-2019,371
12-08-2019,93
24-02-2020,63
19-04-2018,351
08-09-2020,190
03-07-2019,163
13-07-2019,176
17-03-2019,199
04-04-2018,333
16-04-2019,240
01-11-2019,396
24-10-2020,467
29-08-2020,295
01-08-2020,78
23-06-2018,76
27-08-2019,402
20-08-2020,434
09-06-2020,388
20-05-2019,435
02-03-2018,336
05-05-2018,471
08-11-2019,423
10-12-2020,217
07-09-2020,500
13-06-2020,58
21-07-2019,70
05-02-2018,307
20-05-2018,433
22-09-2020,317
17-02-2018,263
09-03-2019,351
26-11-2018,207
20-06-2019,180
24-12-2018,285
17-12-2020,486
20-12-2019,427
12-01-2020,139
13-01-2019,122
07-08-2020,485
08-12-2018,147
15-04-2020,320
03-09-2019,81
03-11-2019,241
20-04-2019,140
10-05-2018,124
13-12-2019,193
18-11-2018,411
08-03-2019,171
20-10-2019,130
02-03-2018,292
01-03-2018,334
08-02-2018,268
20-05-2019,211
30-11-2018,274
01-06-2019,84
11-10-2020,449
02-03-2019,328
19-08-2020,347
21-06-2018,69
10-01-2019,151
16-12-2020,201
19-09-2020,441
06-12-2019,264
13-08-2019,113
05-12-2018,184
30-05-2018,172
12-06-2020,394
09-03-2019,379
30-03-2020,366
30-04-2020,419
27-08-2020,237
26-05-2020,496
22-06-2020,65
27-07-2020,306
05-11-2019,426
05-10-2020,112
27-08-2019,210
16-09-2019,410
18-05-2020,275
30-12-2018,492
24-12-2018,461
09-11-2018,260
27-04-2018,295
04-05-2020,492
08-09-2018,128
11-12-2020,417
18-03-2020,81
03-03-2019,119
02-03-2018,153
18-03-2019,101
10-06-2020,498
25-06-2020,463
13-08-2018,177
03-04-2018,317
21-12-2019,194
26-02-2019,495
20-11-2019,246
15-05-2019,105
24-01-2018,374
26-12-2020,89
26-01-2019,185
12-02-2020,184
18-01-2018,430
22-02-2019,297
25-09-2020,333
28-11-2018,75
10-09-2018,473
27-10-2018,178
30-03-2020,248
07-05-2018,299
31-08-2019,113
08-01-2020,65
18-06-2020,342
12-08-2018,150
28-03-2018,463
31-12-2018,363
06-01-2019,387
13-05-2019,50
04-07-2019,320
15-02-2018,214
01-04-2018,427
29-07-2018,415
07-03-2019,154
05-03-2019,293
08-02-2019,487
06-05-2019,424
11-12-2018,246
22-06-2020,381
04-03-2020,254
09-07-2018,300
03-04-2020,355
04-10-2019,118
15-08-2018,236
21-09-2019,350
20-11-2018,326
07-04-2019,109
22-12-2020,247
01-12-2020,493
18-12-2019,423
02-12-2019,455
05-05-2018,472
23-06-2018,405
20-08-2020,235
11-09-2019,292
08-03-2018,245
02-08-2018,307
16-01-2018,108
18-01-2019,392
05-10-2018,412
20-12-2019,352
28-06-2019,438
12-12-2019,415
30-06-2018,395
10-10-2019,419
02-01-2020,408
11-08-2019,132
28-02-2019,330
26-06-2018,460
13-04-2019,458
12-01-2018,395
16-01-2019,458
17-03-2020,241
27-03-2020,246
30-05-2019,242
07-11-2019,440
14-08-2020,63
10-01-2020,266
08-02-2020,245
26-04-2018,305
08-12-2019,211
21-11-2018,106
20-01-2018,462
30-12-2020,380
12-07-2020,435
03-08-2018,278
29-12-2019,361
02-01-2020,234
04-03-2020,432
09-11-2019,93
09-09-2019,278
19-11-2020,82
21-10-2018,241
28-01-2020,169
01-12-2020,301
07-12-2020,221
14-05-2019,282
13-08-2019,488
10-06-2019,324
24-06-2020,258
07-12-2020,347
27-10-2019,322
06-01-2018,476
24-04-2018,139
19-01-2020,451
11-06-2018,156
30-07-2019,161
09-01-2018,221
15-04-2018,176
15-12-2018,148
22-12-2018,349
23-11-2020,301
11-04-2018,130
29-10-2019,222
21-01-2020,135
18-05-2019,217
29-10-2018,422
20-02-2020,68
21-04-2018,348
23-04-2019,369
08-12-2020,84
19-08-2019,233
31-12-2018,225
01-02-2018,247
27-07-2019,69
30-04-2018,419
26-02-2018,442
13-04-2019,198
10-02-2018,246
13-04-2018,377
20-12-2019,429
31-07-2019,250
25-10-2019,175
21-04-2020,375
24-10-2020,223
05-04-2020,125
05-08-2019,363
01-01-2019,275
12-04-2020,362
05-02-2018,484
15-01-2018,129
10-12-2020,323
22-10-2020,321
01-05-2019,159
15-06-2020,349
11-06-2019,215
13-12-2019,481
16-06-2019,473
23-11-2018,343
21-02-2020,85
17-05-2018,65
19-12-2019,155
17-11-2019,426
14-11-2019,262
23-01-2020,421
26-06-2018,211
31-03-2019,189
12-01-2019,106
05-02-2020,398
09-01-2019,161
05-12-2019,399
19-04-2020,52
31-07-2019,451
24-09-2018,449
30-09-2020,415
10-07-2020,115
02-11-2020,63
19-11-2019,52
31-01-2020,136
30-12-2018,131
19-02-2018,241
28-10-2020,238
28-01-2018,497
24-06-2019,87
06-08-2019,291
13-09-2019,322
06-07-2019,197
19-04-2020,322
23-08-2019,498
17-06-2019,286
12-11-2018,106
08-04-2019,167
08-03-2018,191
23-09-2018,489
27-04-2020,486
22-10-2020,464
26-08-2018,232
14-03-2020,360
13-06-2020,208
07-03-2020,473
14-10-2018,312
24-05-2018,365
01-08-2020,230
13-02-2019,337
13-02-2019,419
02-01-2020,460
19-12-2020,208
18-06-2019,479
18-09-2020,186
02-02-2019,474
13-09-2020,290
16-07-2019,336
22-09-2018,238
25-10-2020,340
30-12-2019,469
11-04-2019,432
04-09-2018,235
20-07-2019,143
29-11-2018,194
31-05-2020,95
06-10-2019,443
27-08-2018,440
18-03-2019,454
10-09-2018,493
24-12-2018,307
11-10-2020,401
20-07-2018,376
19-02-2018,199
29-01-2018,154
10-11-2020,125
02-02-2018,440
11-12-2020,274
03-03-2019,107
20-02-2019,132
04-11-2018,460
23-03-2018,279
20-04-2019,431
07-01-2018,468
23-09-2018,77
03-08-2018,179
22-11-2018,195
10-09-2020,119
23-11-2018,454
01-01-2019,327
01-11-2020,279
25-10-2019,225
14-07-2019,382
16-06-2019,175
29-05-2020,116
02-06-2018,321
27-01-2018,136
14-10-2018,243
11-08-2018,200
06-11-2020,240
21-01-2020,398
03-02-2020,85
09-03-2020,453
03-08-2019,82
16-10-2018,499
19-01-2020,400
23-09-2020,281
28-06-2019,143
25-02-2018,187
19-01-2020,305
02-06-2019,350
08-11-2020,211
05-04-2020,205
12-08-2020,118
31-07-2018,197
04-11-2020,357
28-06-2020,456
08-06-2020,180
18-01-2020,239
19-04-2018,75
01-04-2019,145
30-05-2019,499
04-06-2019,207
20-06-2018,450
13-07-2020,458
01-08-2019,412
01-10-2018,459
20-04-2020,429
29-04-2020,315
13-12-2020,340
07-08-2020,368
21-05-2018,353
30-11-2018,493
12-04-2020,271
19-04-2018,284
21-06-2019,424
02-01-2019,288
16-03-2019,316
07-11-2018,365
29-04-2020,275
13-10-2020,256
16-04-2020,254
13-12-2018,88
14-08-2018,83
28-04-2020,159
30-01-2018,192
23-04-2019,125
14-05-2020,364
05-04-2019,335
04-06-2018,370
03-07-2020,50
12-01-2019,194
30-07-2019,351
04-10-2020,351
18-03-2018,397
08-12-2018,50
02-11-2019,224
10-10-2020,457
01-03-2020,150
03-03-2019,217
07-10-2020,367
13-01-2019,155
02-10-2020,141
07-12-2020,369
12-03-2019,340
07-03-2020,290
22-09-2018,355
09-12-2019,96
05-08-2018,267
04-08-2018,196
19-12-2019,408
08-05-2018,142
04-08-2020,106
06-11-2018,191
25-09-2020,415
02-08-2018,424
28-07-2018,461
17-03-2018,132
08-04-2018,206
23-05-2019,379
04-05-2020,146
28-04-2020,55
02-01-2018,212
29-07-2018,186
23-01-2020,492
02-04-2019,241
01-11-2020,371
05-08-2019,489
04-09-2020,67
20-08-2018,174
